lexeme,variants,msg,mpl,fsg,fpl
ennuyé,ennuyé,ennuyé,ennuyés,ennuyée,ennuyées
ennuyeux,ennuyeux,ennuyeux,ennuyeux,ennuyeuse,ennuyeuses
énorme,énorme,énorme,énormes,énorme,énormes
enquiquinant,enquiquinant,enquiquinant,enquiquinants,enquiquinante,enquiquinantes
enraciné,enraciné,enraciné,enraciné,enraciné,enraciné
enragé,enragé,enragé,enragés,enragée,enragées
enrageant,enrageant,enrageant,enrageants,enrageante,enrageantes
enregistrable,enregistrable,enregistrable,enregistrables,enregistrable,enregistrables
enregistreur,enregistreur,enregistreur,enregistreurs,enregistreuse,enregistreuses
enrhumé,enrhumé,enrhumé,enrhumés,enrhumée,enrhumées
enrichi,enrichi,enrichi,enrichis,enrichie,enrichies
enrichissant,enrichissant,enrichissant,enrichissants,enrichissante,enrichissantes
enrobé,enrobé,enrobé,enrobés,enrobée,enrobées
enroué,enroué,enroué,enroué,enroué,enroué
enrubanné,enrubanné,enrubanné,enrubanné,enrubanné,enrubanné
ensablé,ensablé,ensablé,ensablé,ensablé,ensablé
ensanglanté,ensanglanté,ensanglanté,ensanglanté,ensanglanté,ensanglanté
enseignant,enseignant,enseignant,enseignants,enseignante,enseignantes
enseigné,enseigné,enseigné,enseignés,enseignée,enseignées
ensellé,ensellé,ensellé,ensellés,ensellée,ensellées
enseveli,enseveli,enseveli,enseveli,enseveli,enseveli
ensoleillé,ensoleillé,ensoleillé,ensoleillés,ensoleillée,ensoleillées
ensommeillé,ensommeillé,ensommeillé,ensommeillés,ensommeillée,ensommeillées
ensorcelant,ensorcelant,ensorcelant,ensorcelants,ensorcelante,ensorcelantes
ensorcelé,ensorcelé,ensorcelé,ensorcelé,ensorcelé,ensorcelé
ensorceleur,ensorceleur,ensorceleur,ensorceleurs,ensorceleuse,ensorceleuses
ensoutané,ensoutané,ensoutané,ensoutanés,ensoutanée,ensoutanées
entaché,entaché,entaché,entaché,entaché,entaché
entaillé,entaillé,entaillé,entaillé,entaillé,entaillé
entendant,entendant,entendant,entendant,entendant,entendant
entendu,entendu,entendu,entendus,entendue,entendues
entérique,entérique,entérique,entériques,entérique,entériques
enterré,enterré,enterré,enterrés,enterrée,enterrées
entêtant,entêtant,entêtant,entêtants,entêtante,entêtantes
entêté,entêté,entêté,entêtés,entêtée,entêtées
enthousiasmant,enthousiasmant,enthousiasmant,enthousiasmants,enthousiasmante,enthousiasmantes
enthousiaste,enthousiaste,enthousiaste,enthousiastes,enthousiaste,enthousiastes
entiché,entiché,entiché,entiché,entiché,entiché
entier,entier,entier,entiers,entière,entières
entomologique,entomologique,entomologique,entomologiques,entomologique,entomologiques
entortillé,entortillé,entortillé,entortillé,entortillé,entortillé
entouré,entouré,entouré,entourés,entourée,entourées
entr'ouvert,entr'ouvert:entrouvert,entr'ouvert,entr'ouvert,entr'ouvert,entr'ouvert
entraînant,entraînant,entraînant,entraînants,entraînante,entraînantes
entraîné,entraîné,entraîné,entraîné,entraîné,entraîné
entrant,entrant,entrant,entrants,entrante,entrantes
entravé,entravé,entravé,entravés,entravée,entravées
entrebâillé,entrebâillé,entrebâillé,entrebâillé,entrebâillé,entrebâillé
entreclos,entreclos,entreclos,entreclos,entreclos,entreclos
entrecoupé,entrecoupé,entrecoupé,entrecoupés,entrecoupée,entrecoupées
entrelacé,entrelacé,entrelacé,entrelacés,entrelacée,entrelacées
entrelardé,entrelardé,entrelardé,entrelardés,entrelardée,entrelardées
entreposé,entreposé,entreposé,entreposé,entreposé,entreposé
entreprenant,entreprenant,entreprenant,entreprenants,entreprenante,entreprenantes
entretenu,entretenu,entretenu,entretenus,entretenue,entretenues
enturbanné,enturbanné,enturbanné,enturbannés,enturbannée,enturbannées
énumératif,énumératif,énumératif,énumératifs,énumérative,énumératives
envahi,envahi,envahi,envahi,envahi,envahi
envahissant,envahissant,envahissant,envahissants,envahissante,envahissantes
enveloppant,enveloppant,enveloppant,enveloppants,enveloppante,enveloppantes
enveloppé,enveloppé,enveloppé,enveloppés,enveloppée,enveloppées
envenimé,envenimé,envenimé,envenimés,envenimée,envenimées
enviable,enviable,enviable,enviables,enviable,enviables
envieux,envieux,envieux,envieux,envieuse,envieuses
environnant,environnant,environnant,environnants,environnante,environnantes
environnemental,environnemental,environnemental,environnementaux,environnementale,environnementales
envisagé,envisagé,envisagé,envisagé,envisagé,envisagé
envisageable,envisageable,envisageable,envisageables,envisageable,envisageables
envoûtant,envoûtant,envoûtant,envoûtants,envoûtante,envoûtantes
envoûté,envoûté,envoûté,envoûté,envoûté,envoûté
enzymatique,enzymatique,enzymatique,enzymatiques,enzymatique,enzymatiques
éolien,éolien,éolien,éoliens,éolienne,éoliennes
épagomène,épagomène,épagomène,épagomènes,épagomène,épagomènes
épais,épais,épais,épais,épaisse,épaisses
épanoui,épanoui,épanoui,épanouis,épanouie,épanouies
épanouissant,épanouissant,épanouissant,épanouissants,épanouissante,épanouissantes
épargnant,épargnant,épargnant,épargnants,épargnante,épargnantes
éparpillé,éparpillé,éparpillé,éparpillé,éparpillé,éparpillé
épars,épars,épars,épars,éparse,éparses
épastrouillant,épastrouillant,épastrouillant,épastrouillant,épastrouillant,épastrouillant
épatant,épatant,épatant,épatants,épatante,épatantes
épaté,épaté,épaté,épatés,épatée,épatées
épateur,épateur,épateur,épateurs,épateuse,épateuses
épaulé,épaulé,épaulé,épaulé,épaulé,épaulé
éperdu,éperdu,éperdu,éperdus,éperdue,éperdues
éphémère,éphémère,éphémère,éphémères,éphémère,éphémères
éphésien,éphésien,éphésien,éphésiens,éphésienne,éphésiennes
épicé,épicé,épicé,épicés,épicée,épicées
épicrânien,épicrânien,épicrânien,épicrâniens,épicrânienne,épicrâniennes
épicurien,épicurien,épicurien,épicuriens,épicurienne,épicuriennes
épidémiologique,épidémiologique,épidémiologique,épidémiologiques,épidémiologique,épidémiologiques
épidémique,épidémique,épidémique,épidémiques,épidémique,épidémiques
épidermique,épidermique,épidermique,épidermiques,épidermique,épidermiques
épidural,épidural,épidural,épiduraux,épidurale,épidurales
épigastrique,épigastrique,épigastrique,épigastriques,épigastrique,épigastriques
épilatoire,épilatoire,épilatoire,épilatoires,épilatoire,épilatoires
épileptiforme,épileptiforme,épileptiforme,épileptiformes,épileptiforme,épileptiformes
épileptique,épileptique,épileptique,épileptiques,épileptique,épileptiques
épineux,épineux,épineux,épineux,épineuse,épineuses
épinglé,épinglé,épinglé,épinglés,épinglée,épinglées
épinier,épinier,épinier,épinier,épinier,épinier
épiphane,épiphane,épiphane,épiphanes,unk,unk
épiphysaire,épiphysaire,épiphysaire,épiphysaires,épiphysaire,épiphysaires
épique,épique,épique,épiques,épique,épiques
épiscopal,épiscopal,épiscopal,épiscopaux,épiscopale,épiscopales
épiscopalien,épiscopalien,épiscopalien,épiscopaliens,épiscopalienne,épiscopaliennes
épisodique,épisodique,épisodique,épisodiques,épisodique,épisodiques
épistémologique,épistémologique,épistémologique,épistémologiques,épistémologique,épistémologiques
épistolaire,épistolaire,épistolaire,épistolaires,épistolaire,épistolaires
épithélial,épithélial,épithélial,épithéliaux,épithéliale,épithéliales
épithète,épithète,épithète,épithètes,épithète,épithètes
éploré,éploré,éploré,éplorés,éplorée,éplorées
éponyme,éponyme,éponyme,éponymes,éponyme,éponymes
épousable,épousable,épousable,épousable,épousable,épousable
époustouflant,époustouflant,époustouflant,époustouflants,époustouflante,époustouflantes
épouvantable,épouvantable,épouvantable,épouvantables,épouvantable,épouvantables
épouvanté,épouvanté,épouvanté,épouvantés,épouvantée,épouvantées
époxy,époxy,époxy,époxy,époxy,époxy
épris,épris,épris,épris,éprise,éprises
éprouvant,éprouvant,éprouvant,éprouvants,éprouvante,éprouvantes
éprouvé,éprouvé,éprouvé,éprouvés,éprouvée,éprouvées
épuisant,épuisant,épuisant,épuisants,épuisante,épuisantes
épuisé,épuisé,épuisé,épuisés,épuisée,épuisées
épuratif,épuratif,épuratif,épuratifs,épurative,épuratives
équarri,équarri,équarri,équarri,équarri,équarri
équatorial,équatorial,équatorial,équatoriaux,équatoriale,équatoriales
équatorien,équatorien,équatorien,équatoriens,équatorienne,équatoriennes
équestre,équestre,équestre,équestres,équestre,équestres
équeuté,équeuté,équeuté,équeuté,équeuté,équeuté
équidistant,équidistant,équidistant,équidistants,équidistante,équidistantes
équilatéral,équilatéral,équilatéral,équilatéraux,équilatérale,équilatérales
équilibrant,équilibrant,équilibrant,équilibrants,équilibrante,équilibrantes
équilibré,équilibré,équilibré,équilibrés,équilibrée,équilibrées
équin,équin,équin,équins,équine,équines
équipé,équipé,équipé,équipés,équipée,équipées
équitable,équitable,équitable,équitables,équitable,équitables
équivalent,équivalent,équivalent,équivalents,équivalente,équivalentes
équivoque,équivoque,équivoque,équivoques,équivoque,équivoques
éradicateur,éradicateur,éradicateur,éradicateurs,éradicatrice,éradicatrices
éraillé,éraillé,éraillé,éraillés,éraillée,éraillées
érectile,érectile,érectile,érectiles,érectile,érectiles
éreintant,éreintant,éreintant,éreintants,éreintante,éreintantes
éreinté,éreinté,éreinté,éreintés,éreintée,éreintées
ergonomique,ergonomique,ergonomique,ergonomiques,ergonomique,ergonomiques
ergoté,ergoté,ergoté,ergotés,ergotée,ergotées
ergoteur,ergoteur,ergoteur,ergoteurs,ergoteuse,ergoteuses
érodé,érodé,érodé,érodé,érodé,érodé
érogène,érogène,érogène,érogènes,érogène,érogènes
érotique,érotique,érotique,érotiques,érotique,érotiques
érotomane,érotomane,érotomane,érotomanes,érotomane,érotomanes
errant,errant,errant,errants,errante,errantes
erratique,erratique,erratique,erratiques,erratique,erratiques
erroné,erroné,erroné,erronés,erronée,erronées
érudit,érudit,érudit,érudits,érudite,érudites
éruptif,éruptif,éruptif,éruptifs,éruptive,éruptives
érythémateux,érythémateux,érythémateux,érythémateux,érythémateuse,érythémateuses
escamotable,escamotable,escamotable,escamotables,escamotable,escamotables
escarpé,escarpé,escarpé,escarpés,escarpée,escarpées
esclavagiste,esclavagiste,esclavagiste,esclavagistes,esclavagiste,esclavagistes
esclave,esclave,esclave,esclaves,esclave,esclaves
eskimo,eskimo:esquimau,eskimo,eskimos,eskimo,eskimos
ésotérique,ésotérique,ésotérique,ésotériques,ésotérique,ésotériques
espacé,espacé,espacé,espacés,espacée,espacées
espagnol,espagnol,espagnol,espagnols,espagnole,espagnoles
espiègle,espiègle,espiègle,espiègles,espiègle,espiègles
esquimaud,esquimaud,esquimaud,esquimaud,esquimaud,esquimaud
esquinté,esquinté,esquinté,esquintés,esquintée,esquintées
essentiel,essentiel,essentiel,essentiels,essentielle,essentielles
esseulé,esseulé,esseulé,esseulés,esseulée,esseulées
essoré,essoré,essoré,essoré,essoré,essoré
essoufflé,essoufflé,essoufflé,essoufflé,essoufflé,essoufflé
est-africain,est-africain,est-africain,unk,unk,est-africaines
est-allemand,est-allemand,est-allemand,est-allemands,est-allemande,est-allemandes
est-ouest,est-ouest,est-ouest,est-ouest,est-ouest,est-ouest
est,est,est,est,est,est
estampillé,estampillé,estampillé,estampillé,estampillé,estampillé
esthétique,esthétique,esthétique,esthétiques,esthétique,esthétiques
estimable,estimable,estimable,estimables,estimable,estimables
estival,estival,estival,estivaux,estivale,estivales
estompé,estompé,estompé,estompés,estompée,estompées
estonien,estonien,estonien,estoniens,estonienne,estoniennes
estropié,estropié,estropié,estropiés,estropiée,estropiées
estudiantin,estudiantin,estudiantin,estudiantins,estudiantine,estudiantines
établi,établi,établi,établis,établie,établies
étagé,étagé,étagé,étagés,étagée,étagées
étale,étale,étale,étales,étale,étales
étalonné,étalonné,étalonné,étalonné,étalonné,étalonné
étamé,étamé,étamé,étamé,étamé,étamé
étanche,étanche,étanche,étanches,étanche,étanches
étatique,étatique,étatique,étatiques,étatique,étatiques
éteint,éteint,éteint,éteints,éteinte,éteintes
étendu,étendu,étendu,étendus,étendue,étendues
éternel,éternel,éternel,éternels,éternelle,éternelles
éthéré,éthéré,éthéré,éthérés,éthérée,éthérées
éthérique,éthérique,éthérique,éthériques,éthérique,éthériques
éthiopien,éthiopien,éthiopien,éthiopiens,éthiopienne,éthiopiennes
éthique,éthique:étique,éthique,éthiques,éthique,éthiques
ethmoïdal,ethmoïdal,ethmoïdal,ethmoïdaux,ethmoïdale,ethmoïdales
ethnique,ethnique,ethnique,ethniques,ethnique,ethniques
ethnographique,ethnographique,ethnographique,ethnographiques,ethnographique,ethnographiques
ethnologique,ethnologique,ethnologique,ethnologiques,ethnologique,ethnologiques
éthylique,éthylique,éthylique,éthyliques,éthylique,éthyliques
étincelant,étincelant,étincelant,étincelants,étincelante,étincelantes
étiologique,étiologique,étiologique,étiologiques,étiologique,étiologiques
étirable,étirable,étirable,étirables,étirable,étirables
étoffé,étoffé,étoffé,étoffés,étoffée,étoffées
étoilé,étoilé,étoilé,étoilés,étoilée,étoilées
étonnant,étonnant,étonnant,étonnants,étonnante,étonnantes
étonné,étonné,étonné,étonnés,étonnée,étonnées
étouffant,étouffant,étouffant,étouffants,étouffante,étouffantes
étouffé,étouffé,étouffé,étouffés,étouffée,étouffées
étourdi,étourdi,étourdi,étourdis,étourdie,étourdies
étourdissant,étourdissant,étourdissant,étourdissants,étourdissante,étourdissantes
étrange,étrange,étrange,étranges,étrange,étranges
étranger,étranger,étranger,étrangers,étrangère,étrangères
étranglé,étranglé,étranglé,étranglés,étranglée,étranglées
étrangleur,étrangleur,étrangleur,étrangleurs,étrangleuse,étrangleuses
étriqué,étriqué,étriqué,étriqués,étriquée,étriquées
étroit,étroit,étroit,étroits,étroite,étroites
étrusque,étrusque,étrusque,étrusques,étrusque,étrusques
étudiant,étudiant,étudiant,étudiants,étudiante,étudiantes
étudié,étudié,étudié,étudiés,étudiée,étudiées
étymologique,étymologique,étymologique,étymologiques,étymologique,étymologiques
eucharistique,eucharistique,eucharistique,eucharistiques,eucharistique,eucharistiques
euclidien,euclidien,euclidien,euclidiens,euclidienne,euclidiennes
eugénique,eugénique,eugénique,eugéniques,eugénique,eugéniques
euphonique,euphonique,euphonique,euphoniques,euphonique,euphoniques
euphorique,euphorique,euphorique,euphoriques,euphorique,euphoriques
euphorisant,euphorisant,euphorisant,euphorisants,euphorisante,euphorisantes
eurafricain,eurafricain,eurafricain,eurafricains,eurafricaine,eurafricaines
eurasien,eurasien,eurasien,eurasiens,eurasienne,eurasiennes
euro-africain,euro-africain,euro-africain,euro-africain,euro-africain,euro-africain
européen,européen,européen,européens,européenne,européennes
eurythmique,eurythmique,eurythmique,eurythmiques,eurythmique,eurythmiques
évacué,évacué,évacué,évacués,évacuée,évacuées
évadé,évadé,évadé,évadés,évadée,évadées
évaluable,évaluable,évaluable,évaluables,évaluable,évaluables
